sez,cod_prov,cod_com,cogn,d_nasc,l_nasc,pos,tot_vot_lis,descr_lista,voti
65,41,340,POLI IN BORTONE,19430825000000,LECCE,2,251,LEGA SALVINI PUGLIA,15
65,41,340,POLI IN BORTONE,19430825000000,LECCE,2,251,LECCE FUTURA PALA,15
65,41,340,POLI IN BORTONE,19430825000000,LECCE,2,251,TUTTA LECCE LISI,14
65,41,340,POLI IN BORTONE,19430825000000,LECCE,2,251,VOCE NAZIONALE,7
65,41,340,SALVEMINI,19660604000000,LECCE,4,117,PARTITO DEMOCRATICO,35
65,41,340,SALVEMINI,19660604000000,LECCE,4,117,COSCIENZA CIVICA,22
65,41,340,SALVEMINI,19660604000000,LECCE,4,117,NOI PER LECCE,13
65,41,340,SALVEMINI,19660604000000,LECCE,4,117,SVEGLIA,13
65,41,340,SALVEMINI,19660604000000,LECCE,4,117,AVANTI LECCE,11
65,41,340,SALVEMINI,19660604000000,LECCE,4,117,MOVIMENTO 5 STELLE,9
65,41,340,SALVEMINI,19660604000000,LECCE,4,117,LECCE CITTA' PUBBLICA,7
65,41,340,SALVEMINI,19660604000000,LECCE,4,117,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,4
65,41,340,SALVEMINI,19660604000000,LECCE,4,117,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,3
65,41,340,CIUCCI,19650716000000,NAPOLI,1,5,DIRITTI E CIVILTA' PER LECCE,5
65,41,340,SICULELLA,19851203000000,NARDO',3,1,ARIA,1
65,41,340,SICULELLA,19851203000000,NARDO',3,1,MIND MENTI INDIPENDENTI,0
66,41,340,POLI IN BORTONE,19430825000000,LECCE,2,289,FRATELLI D'ITALIA,87
66,41,340,POLI IN BORTONE,19430825000000,LECCE,2,289,MOVIMENTO REGIONE SALENTO,39
66,41,340,POLI IN BORTONE,19430825000000,LECCE,2,289,PRIMA LECCE,36
66,41,340,POLI IN BORTONE,19430825000000,LECCE,2,289,FORZA ITALIA - PPE,34
66,41,340,POLI IN BORTONE,19430825000000,LECCE,2,289,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,32
66,41,340,POLI IN BORTONE,19430825000000,LECCE,2,289,IO SUD,30
66,41,340,POLI IN BORTONE,19430825000000,LECCE,2,289,LECCE FUTURA PALA,15
66,41,340,POLI IN BORTONE,19430825000000,LECCE,2,289,LEGA SALVINI PUGLIA,8
66,41,340,POLI IN BORTONE,19430825000000,LECCE,2,289,TUTTA LECCE LISI,7
66,41,340,POLI IN BORTONE,19430825000000,LECCE,2,289,VOCE NAZIONALE,1
66,41,340,SALVEMINI,19660604000000,LECCE,4,228,PARTITO DEMOCRATICO,50
66,41,340,SALVEMINI,19660604000000,LECCE,4,228,COSCIENZA CIVICA,50
66,41,340,SALVEMINI,19660604000000,LECCE,4,228,AVANTI LECCE,27
66,41,340,SALVEMINI,19660604000000,LECCE,4,228,NOI PER LECCE,26
66,41,340,SALVEMINI,19660604000000,LECCE,4,228,LECCE CITTA' PUBBLICA,22
66,41,340,SALVEMINI,19660604000000,LECCE,4,228,MOVIMENTO 5 STELLE,22
66,41,340,SALVEMINI,19660604000000,LECCE,4,228,SVEGLIA,13
66,41,340,SALVEMINI,19660604000000,LECCE,4,228,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,10
66,41,340,SALVEMINI,19660604000000,LECCE,4,228,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,8
66,41,340,SICULELLA,19851203000000,NARDO',3,2,ARIA,1
66,41,340,SICULELLA,19851203000000,NARDO',3,2,MIND MENTI INDIPENDENTI,1
66,41,340,CIUCCI,19650716000000,NAPOLI,1,3,DIRITTI E CIVILTA' PER LECCE,3
67,41,340,POLI IN BORTONE,19430825000000,LECCE,2,295,FRATELLI D'ITALIA,73
67,41,340,POLI IN BORTONE,19430825000000,LECCE,2,295,IO SUD,44
67,41,340,POLI IN BORTONE,19430825000000,LECCE,2,295,PRIMA LECCE,44
67,41,340,POLI IN BORTONE,19430825000000,LECCE,2,295,LECCE FUTURA PALA,35
67,41,340,POLI IN BORTONE,19430825000000,LECCE,2,295,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,27
67,41,340,POLI IN BORTONE,19430825000000,LECCE,2,295,MOVIMENTO REGIONE SALENTO,25
67,41,340,POLI IN BORTONE,19430825000000,LECCE,2,295,FORZA ITALIA - PPE,22
67,41,340,POLI IN BORTONE,19430825000000,LECCE,2,295,LEGA SALVINI PUGLIA,14
67,41,340,POLI IN BORTONE,19430825000000,LECCE,2,295,TUTTA LECCE LISI,10
67,41,340,POLI IN BORTONE,19430825000000,LECCE,2,295,VOCE NAZIONALE,1
67,41,340,SALVEMINI,19660604000000,LECCE,4,283,PARTITO DEMOCRATICO,77
67,41,340,SALVEMINI,19660604000000,LECCE,4,283,LECCE CITTA' PUBBLICA,47
67,41,340,SALVEMINI,19660604000000,LECCE,4,283,COSCIENZA CIVICA,47
67,41,340,SALVEMINI,19660604000000,LECCE,4,283,AVANTI LECCE,29
67,41,340,SALVEMINI,19660604000000,LECCE,4,283,SVEGLIA,23
67,41,340,SALVEMINI,19660604000000,LECCE,4,283,NOI PER LECCE,19
67,41,340,SALVEMINI,19660604000000,LECCE,4,283,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,17
67,41,340,SALVEMINI,19660604000000,LECCE,4,283,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,14
67,41,340,SALVEMINI,19660604000000,LECCE,4,283,MOVIMENTO 5 STELLE,10
67,41,340,SICULELLA,19851203000000,NARDO',3,6,MIND MENTI INDIPENDENTI,4
67,41,340,SICULELLA,19851203000000,NARDO',3,6,ARIA,2
67,41,340,CIUCCI,19650716000000,NAPOLI,1,2,DIRITTI E CIVILTA' PER LECCE,2
68,41,340,SALVEMINI,19660604000000,LECCE,4,254,PARTITO DEMOCRATICO,71
68,41,340,SALVEMINI,19660604000000,LECCE,4,254,LECCE CITTA' PUBBLICA,40
68,41,340,SALVEMINI,19660604000000,LECCE,4,254,COSCIENZA CIVICA,34
68,41,340,SALVEMINI,19660604000000,LECCE,4,254,MOVIMENTO 5 STELLE,31
68,41,340,SALVEMINI,19660604000000,LECCE,4,254,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,25
68,41,340,SALVEMINI,19660604000000,LECCE,4,254,AVANTI LECCE,17
68,41,340,SALVEMINI,19660604000000,LECCE,4,254,SVEGLIA,15
68,41,340,SALVEMINI,19660604000000,LECCE,4,254,NOI PER LECCE,12
68,41,340,SALVEMINI,19660604000000,LECCE,4,254,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,9
68,41,340,POLI IN BORTONE,19430825000000,LECCE,2,187,FRATELLI D'ITALIA,52
68,41,340,POLI IN BORTONE,19430825000000,LECCE,2,187,IO SUD,26
68,41,340,POLI IN BORTONE,19430825000000,LECCE,2,187,PRIMA LECCE,22
68,41,340,POLI IN BORTONE,19430825000000,LECCE,2,187,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,21
68,41,340,POLI IN BORTONE,19430825000000,LECCE,2,187,FORZA ITALIA - PPE,21
68,41,340,POLI IN BORTONE,19430825000000,LECCE,2,187,MOVIMENTO REGIONE SALENTO,20
68,41,340,POLI IN BORTONE,19430825000000,LECCE,2,187,LECCE FUTURA PALA,17
68,41,340,POLI IN BORTONE,19430825000000,LECCE,2,187,LEGA SALVINI PUGLIA,4
68,41,340,POLI IN BORTONE,19430825000000,LECCE,2,187,TUTTA LECCE LISI,3
68,41,340,POLI IN BORTONE,19430825000000,LECCE,2,187,VOCE NAZIONALE,1
68,41,340,SICULELLA,19851203000000,NARDO',3,2,ARIA,1
68,41,340,SICULELLA,19851203000000,NARDO',3,2,MIND MENTI INDIPENDENTI,1
68,41,340,CIUCCI,19650716000000,NAPOLI,1,2,DIRITTI E CIVILTA' PER LECCE,2
69,41,340,POLI IN BORTONE,19430825000000,LECCE,2,249,FRATELLI D'ITALIA,61
69,41,340,POLI IN BORTONE,19430825000000,LECCE,2,249,IO SUD,40
69,41,340,POLI IN BORTONE,19430825000000,LECCE,2,249,PRIMA LECCE,32
69,41,340,POLI IN BORTONE,19430825000000,LECCE,2,249,MOVIMENTO REGIONE SALENTO,24
69,41,340,POLI IN BORTONE,19430825000000,LECCE,2,249,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,22
69,41,340,POLI IN BORTONE,19430825000000,LECCE,2,249,FORZA ITALIA - PPE,21
69,41,340,POLI IN BORTONE,19430825000000,LECCE,2,249,LECCE FUTURA PALA,20
69,41,340,POLI IN BORTONE,19430825000000,LECCE,2,249,LEGA SALVINI PUGLIA,19
69,41,340,POLI IN BORTONE,19430825000000,LECCE,2,249,TUTTA LECCE LISI,9
69,41,340,POLI IN BORTONE,19430825000000,LECCE,2,249,VOCE NAZIONALE,1
69,41,340,SALVEMINI,19660604000000,LECCE,4,198,PARTITO DEMOCRATICO,60
69,41,340,SALVEMINI,19660604000000,LECCE,4,198,COSCIENZA CIVICA,37
69,41,340,SALVEMINI,19660604000000,LECCE,4,198,LECCE CITTA' PUBBLICA,26
69,41,340,SALVEMINI,19660604000000,LECCE,4,198,SVEGLIA,21
69,41,340,SALVEMINI,19660604000000,LECCE,4,198,NOI PER LECCE,13
69,41,340,SALVEMINI,19660604000000,LECCE,4,198,AVANTI LECCE,12
69,41,340,SALVEMINI,19660604000000,LECCE,4,198,MOVIMENTO 5 STELLE,11
69,41,340,SALVEMINI,19660604000000,LECCE,4,198,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,10
69,41,340,SALVEMINI,19660604000000,LECCE,4,198,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,8
69,41,340,SICULELLA,19851203000000,NARDO',3,6,MIND MENTI INDIPENDENTI,5
69,41,340,SICULELLA,19851203000000,NARDO',3,6,ARIA,1
69,41,340,CIUCCI,19650716000000,NAPOLI,1,5,DIRITTI E CIVILTA' PER LECCE,5
70,41,340,POLI IN BORTONE,19430825000000,LECCE,2,328,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,65
70,41,340,POLI IN BORTONE,19430825000000,LECCE,2,328,FRATELLI D'ITALIA,59
70,41,340,POLI IN BORTONE,19430825000000,LECCE,2,328,IO SUD,45
70,41,340,POLI IN BORTONE,19430825000000,LECCE,2,328,PRIMA LECCE,42
70,41,340,POLI IN BORTONE,19430825000000,LECCE,2,328,LECCE FUTURA PALA,34
70,41,340,POLI IN BORTONE,19430825000000,LECCE,2,328,FORZA ITALIA - PPE,33
70,41,340,POLI IN BORTONE,19430825000000,LECCE,2,328,MOVIMENTO REGIONE SALENTO,29
70,41,340,POLI IN BORTONE,19430825000000,LECCE,2,328,TUTTA LECCE LISI,10
70,41,340,POLI IN BORTONE,19430825000000,LECCE,2,328,LEGA SALVINI PUGLIA,8
70,41,340,POLI IN BORTONE,19430825000000,LECCE,2,328,VOCE NAZIONALE,3
70,41,340,SALVEMINI,19660604000000,LECCE,4,212,PARTITO DEMOCRATICO,78
70,41,340,SALVEMINI,19660604000000,LECCE,4,212,COSCIENZA CIVICA,44
70,41,340,SALVEMINI,19660604000000,LECCE,4,212,LECCE CITTA' PUBBLICA,28
70,41,340,SALVEMINI,19660604000000,LECCE,4,212,AVANTI LECCE,21
70,41,340,SALVEMINI,19660604000000,LECCE,4,212,NOI PER LECCE,14
70,41,340,SALVEMINI,19660604000000,LECCE,4,212,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,11
70,41,340,SALVEMINI,19660604000000,LECCE,4,212,MOVIMENTO 5 STELLE,8
70,41,340,SALVEMINI,19660604000000,LECCE,4,212,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,4
70,41,340,SALVEMINI,19660604000000,LECCE,4,212,SVEGLIA,4
70,41,340,SICULELLA,19851203000000,NARDO',3,5,MIND MENTI INDIPENDENTI,3
70,41,340,SICULELLA,19851203000000,NARDO',3,5,ARIA,2
70,41,340,CIUCCI,19650716000000,NAPOLI,1,1,DIRITTI E CIVILTA' PER LECCE,1
71,41,340,POLI IN BORTONE,19430825000000,LECCE,2,299,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,91
71,41,340,POLI IN BORTONE,19430825000000,LECCE,2,299,IO SUD,47
71,41,340,POLI IN BORTONE,19430825000000,LECCE,2,299,FRATELLI D'ITALIA,46
71,41,340,POLI IN BORTONE,19430825000000,LECCE,2,299,LECCE FUTURA PALA,29
71,41,340,POLI IN BORTONE,19430825000000,LECCE,2,299,PRIMA LECCE,27
71,41,340,POLI IN BORTONE,19430825000000,LECCE,2,299,FORZA ITALIA - PPE,23
71,41,340,POLI IN BORTONE,19430825000000,LECCE,2,299,MOVIMENTO REGIONE SALENTO,14
71,41,340,POLI IN BORTONE,19430825000000,LECCE,2,299,LEGA SALVINI PUGLIA,9
71,41,340,POLI IN BORTONE,19430825000000,LECCE,2,299,TUTTA LECCE LISI,7
71,41,340,POLI IN BORTONE,19430825000000,LECCE,2,299,VOCE NAZIONALE,6
71,41,340,SALVEMINI,19660604000000,LECCE,4,190,PARTITO DEMOCRATICO,49
71,41,340,SALVEMINI,19660604000000,LECCE,4,190,AVANTI LECCE,39
71,41,340,SALVEMINI,19660604000000,LECCE,4,190,COSCIENZA CIVICA,31
71,41,340,SALVEMINI,19660604000000,LECCE,4,190,SVEGLIA,17
71,41,340,SALVEMINI,19660604000000,LECCE,4,190,NOI PER LECCE,14
71,41,340,SALVEMINI,19660604000000,LECCE,4,190,LECCE CITTA' PUBBLICA,13
71,41,340,SALVEMINI,19660604000000,LECCE,4,190,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,11
71,41,340,SALVEMINI,19660604000000,LECCE,4,190,MOVIMENTO 5 STELLE,11
71,41,340,SALVEMINI,19660604000000,LECCE,4,190,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,5
71,41,340,CIUCCI,19650716000000,NAPOLI,1,4,DIRITTI E CIVILTA' PER LECCE,4
71,41,340,SICULELLA,19851203000000,NARDO',3,3,MIND MENTI INDIPENDENTI,3
71,41,340,SICULELLA,19851203000000,NARDO',3,3,ARIA,0
72,41,340,POLI IN BORTONE,19430825000000,LECCE,2,401,PRIMA LECCE,83
72,41,340,POLI IN BORTONE,19430825000000,LECCE,2,401,IO SUD,70
72,41,340,POLI IN BORTONE,19430825000000,LECCE,2,401,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,55
72,41,340,POLI IN BORTONE,19430825000000,LECCE,2,401,FRATELLI D'ITALIA,49
72,41,340,POLI IN BORTONE,19430825000000,LECCE,2,401,LECCE FUTURA PALA,46
72,41,340,POLI IN BORTONE,19430825000000,LECCE,2,401,FORZA ITALIA - PPE,37
72,41,340,POLI IN BORTONE,19430825000000,LECCE,2,401,MOVIMENTO REGIONE SALENTO,25
72,41,340,POLI IN BORTONE,19430825000000,LECCE,2,401,LEGA SALVINI PUGLIA,20
72,41,340,POLI IN BORTONE,19430825000000,LECCE,2,401,TUTTA LECCE LISI,16
72,41,340,POLI IN BORTONE,19430825000000,LECCE,2,401,VOCE NAZIONALE,0
72,41,340,SALVEMINI,19660604000000,LECCE,4,250,PARTITO DEMOCRATICO,54
72,41,340,SALVEMINI,19660604000000,LECCE,4,250,AVANTI LECCE,43
72,41,340,SALVEMINI,19660604000000,LECCE,4,250,SVEGLIA,33
72,41,340,SALVEMINI,19660604000000,LECCE,4,250,COSCIENZA CIVICA,29
72,41,340,SALVEMINI,19660604000000,LECCE,4,250,NOI PER LECCE,23
72,41,340,SALVEMINI,19660604000000,LECCE,4,250,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,19
72,41,340,SALVEMINI,19660604000000,LECCE,4,250,MOVIMENTO 5 STELLE,19
72,41,340,SALVEMINI,19660604000000,LECCE,4,250,LECCE CITTA' PUBBLICA,18
72,41,340,SALVEMINI,19660604000000,LECCE,4,250,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,12
72,41,340,CIUCCI,19650716000000,NAPOLI,1,7,DIRITTI E CIVILTA' PER LECCE,7
72,41,340,SICULELLA,19851203000000,NARDO',3,2,ARIA,1
72,41,340,SICULELLA,19851203000000,NARDO',3,2,MIND MENTI INDIPENDENTI,1
73,41,340,POLI IN BORTONE,19430825000000,LECCE,2,311,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,62
73,41,340,POLI IN BORTONE,19430825000000,LECCE,2,311,PRIMA LECCE,59
73,41,340,POLI IN BORTONE,19430825000000,LECCE,2,311,IO SUD,47
73,41,340,POLI IN BORTONE,19430825000000,LECCE,2,311,FRATELLI D'ITALIA,40
73,41,340,POLI IN BORTONE,19430825000000,LECCE,2,311,MOVIMENTO REGIONE SALENTO,38
73,41,340,POLI IN BORTONE,19430825000000,LECCE,2,311,FORZA ITALIA - PPE,29
73,41,340,POLI IN BORTONE,19430825000000,LECCE,2,311,LECCE FUTURA PALA,14
73,41,340,POLI IN BORTONE,19430825000000,LECCE,2,311,LEGA SALVINI PUGLIA,11
73,41,340,POLI IN BORTONE,19430825000000,LECCE,2,311,TUTTA LECCE LISI,11
73,41,340,POLI IN BORTONE,19430825000000,LECCE,2,311,VOCE NAZIONALE,0
73,41,340,SALVEMINI,19660604000000,LECCE,4,275,PARTITO DEMOCRATICO,74
73,41,340,SALVEMINI,19660604000000,LECCE,4,275,LECCE CITTA' PUBBLICA,44
73,41,340,SALVEMINI,19660604000000,LECCE,4,275,COSCIENZA CIVICA,40
73,41,340,SALVEMINI,19660604000000,LECCE,4,275,AVANTI LECCE,28
73,41,340,SALVEMINI,19660604000000,LECCE,4,275,NOI PER LECCE,27
73,41,340,SALVEMINI,19660604000000,LECCE,4,275,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,19
73,41,340,SALVEMINI,19660604000000,LECCE,4,275,MOVIMENTO 5 STELLE,17
73,41,340,SALVEMINI,19660604000000,LECCE,4,275,SVEGLIA,16
73,41,340,SALVEMINI,19660604000000,LECCE,4,275,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,10
73,41,340,SICULELLA,19851203000000,NARDO',3,1,MIND MENTI INDIPENDENTI,1
73,41,340,SICULELLA,19851203000000,NARDO',3,1,ARIA,0
73,41,340,CIUCCI,19650716000000,NAPOLI,1,2,DIRITTI E CIVILTA' PER LECCE,2
74,41,340,POLI IN BORTONE,19430825000000,LECCE,2,195,FRATELLI D'ITALIA,40
74,41,340,POLI IN BORTONE,19430825000000,LECCE,2,195,IO SUD,28
74,41,340,POLI IN BORTONE,19430825000000,LECCE,2,195,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,28
74,41,340,POLI IN BORTONE,19430825000000,LECCE,2,195,PRIMA LECCE,24
74,41,340,POLI IN BORTONE,19430825000000,LECCE,2,195,MOVIMENTO REGIONE SALENTO,21
74,41,340,POLI IN BORTONE,19430825000000,LECCE,2,195,FORZA ITALIA - PPE,21
74,41,340,POLI IN BORTONE,19430825000000,LECCE,2,195,LEGA SALVINI PUGLIA,14
74,41,340,POLI IN BORTONE,19430825000000,LECCE,2,195,TUTTA LECCE LISI,9
74,41,340,POLI IN BORTONE,19430825000000,LECCE,2,195,LECCE FUTURA PALA,8
74,41,340,POLI IN BORTONE,19430825000000,LECCE,2,195,VOCE NAZIONALE,2
74,41,340,SALVEMINI,19660604000000,LECCE,4,147,PARTITO DEMOCRATICO,34
74,41,340,SALVEMINI,19660604000000,LECCE,4,147,COSCIENZA CIVICA,34
74,41,340,SALVEMINI,19660604000000,LECCE,4,147,LECCE CITTA' PUBBLICA,29
74,41,340,SALVEMINI,19660604000000,LECCE,4,147,AVANTI LECCE,18
74,41,340,SALVEMINI,19660604000000,LECCE,4,147,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,9
74,41,340,SALVEMINI,19660604000000,LECCE,4,147,NOI PER LECCE,8
74,41,340,SALVEMINI,19660604000000,LECCE,4,147,MOVIMENTO 5 STELLE,6
74,41,340,SALVEMINI,19660604000000,LECCE,4,147,SVEGLIA,5
74,41,340,SALVEMINI,19660604000000,LECCE,4,147,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,4
74,41,340,CIUCCI,19650716000000,NAPOLI,1,6,DIRITTI E CIVILTA' PER LECCE,6
74,41,340,SICULELLA,19851203000000,NARDO',3,1,MIND MENTI INDIPENDENTI,1
74,41,340,SICULELLA,19851203000000,NARDO',3,1,ARIA,0
75,41,340,SALVEMINI,19660604000000,LECCE,4,200,LECCE CITTA' PUBBLICA,50
75,41,340,SALVEMINI,19660604000000,LECCE,4,200,PARTITO DEMOCRATICO,49
75,41,340,SALVEMINI,19660604000000,LECCE,4,200,COSCIENZA CIVICA,32
75,41,340,SALVEMINI,19660604000000,LECCE,4,200,NOI PER LECCE,18
75,41,340,SALVEMINI,19660604000000,LECCE,4,200,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,17
75,41,340,SALVEMINI,19660604000000,LECCE,4,200,AVANTI LECCE,11
75,41,340,SALVEMINI,19660604000000,LECCE,4,200,MOVIMENTO 5 STELLE,10
75,41,340,SALVEMINI,19660604000000,LECCE,4,200,SVEGLIA,9
75,41,340,SALVEMINI,19660604000000,LECCE,4,200,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,4
75,41,340,POLI IN BORTONE,19430825000000,LECCE,2,164,IO SUD,41
75,41,340,POLI IN BORTONE,19430825000000,LECCE,2,164,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,27
75,41,340,POLI IN BORTONE,19430825000000,LECCE,2,164,FRATELLI D'ITALIA,25
75,41,340,POLI IN BORTONE,19430825000000,LECCE,2,164,PRIMA LECCE,19
75,41,340,POLI IN BORTONE,19430825000000,LECCE,2,164,MOVIMENTO REGIONE SALENTO,19
75,41,340,POLI IN BORTONE,19430825000000,LECCE,2,164,FORZA ITALIA - PPE,17
75,41,340,POLI IN BORTONE,19430825000000,LECCE,2,164,LEGA SALVINI PUGLIA,7
75,41,340,POLI IN BORTONE,19430825000000,LECCE,2,164,LECCE FUTURA PALA,7
75,41,340,POLI IN BORTONE,19430825000000,LECCE,2,164,TUTTA LECCE LISI,2
75,41,340,POLI IN BORTONE,19430825000000,LECCE,2,164,VOCE NAZIONALE,0
75,41,340,SICULELLA,19851203000000,NARDO',3,2,ARIA,1
75,41,340,SICULELLA,19851203000000,NARDO',3,2,MIND MENTI INDIPENDENTI,1
75,41,340,CIUCCI,19650716000000,NAPOLI,1,2,DIRITTI E CIVILTA' PER LECCE,2
76,41,340,POLI IN BORTONE,19430825000000,LECCE,2,286,FRATELLI D'ITALIA,47
76,41,340,POLI IN BORTONE,19430825000000,LECCE,2,286,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,46
76,41,340,POLI IN BORTONE,19430825000000,LECCE,2,286,IO SUD,43
76,41,340,POLI IN BORTONE,19430825000000,LECCE,2,286,PRIMA LECCE,40
76,41,340,POLI IN BORTONE,19430825000000,LECCE,2,286,LEGA SALVINI PUGLIA,29
76,41,340,POLI IN BORTONE,19430825000000,LECCE,2,286,LECCE FUTURA PALA,26
76,41,340,POLI IN BORTONE,19430825000000,LECCE,2,286,MOVIMENTO REGIONE SALENTO,24
76,41,340,POLI IN BORTONE,19430825000000,LECCE,2,286,FORZA ITALIA - PPE,16
76,41,340,POLI IN BORTONE,19430825000000,LECCE,2,286,TUTTA LECCE LISI,15
76,41,340,POLI IN BORTONE,19430825000000,LECCE,2,286,VOCE NAZIONALE,0
76,41,340,SALVEMINI,19660604000000,LECCE,4,269,PARTITO DEMOCRATICO,76
76,41,340,SALVEMINI,19660604000000,LECCE,4,269,COSCIENZA CIVICA,54
76,41,340,SALVEMINI,19660604000000,LECCE,4,269,LECCE CITTA' PUBBLICA,36
76,41,340,SALVEMINI,19660604000000,LECCE,4,269,AVANTI LECCE,23
76,41,340,SALVEMINI,19660604000000,LECCE,4,269,NOI PER LECCE,22
76,41,340,SALVEMINI,19660604000000,LECCE,4,269,SVEGLIA,20
76,41,340,SALVEMINI,19660604000000,LECCE,4,269,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,14
76,41,340,SALVEMINI,19660604000000,LECCE,4,269,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,14
76,41,340,SALVEMINI,19660604000000,LECCE,4,269,MOVIMENTO 5 STELLE,10
76,41,340,CIUCCI,19650716000000,NAPOLI,1,1,DIRITTI E CIVILTA' PER LECCE,1
76,41,340,SICULELLA,19851203000000,NARDO',3,2,MIND MENTI INDIPENDENTI,2
76,41,340,SICULELLA,19851203000000,NARDO',3,2,ARIA,0
77,41,340,SALVEMINI,19660604000000,LECCE,4,182,PARTITO DEMOCRATICO,44
77,41,340,SALVEMINI,19660604000000,LECCE,4,182,LECCE CITTA' PUBBLICA,26
77,41,340,SALVEMINI,19660604000000,LECCE,4,182,AVANTI LECCE,26
77,41,340,SALVEMINI,19660604000000,LECCE,4,182,COSCIENZA CIVICA,23
77,41,340,SALVEMINI,19660604000000,LECCE,4,182,NOI PER LECCE,20
77,41,340,SALVEMINI,19660604000000,LECCE,4,182,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,13
77,41,340,SALVEMINI,19660604000000,LECCE,4,182,SVEGLIA,11
77,41,340,SALVEMINI,19660604000000,LECCE,4,182,MOVIMENTO 5 STELLE,11
77,41,340,SALVEMINI,19660604000000,LECCE,4,182,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,8
77,41,340,POLI IN BORTONE,19430825000000,LECCE,2,144,FRATELLI D'ITALIA,31
77,41,340,POLI IN BORTONE,19430825000000,LECCE,2,144,IO SUD,23
77,41,340,POLI IN BORTONE,19430825000000,LECCE,2,144,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,21
77,41,340,POLI IN BORTONE,19430825000000,LECCE,2,144,PRIMA LECCE,17
77,41,340,POLI IN BORTONE,19430825000000,LECCE,2,144,FORZA ITALIA - PPE,14
77,41,340,POLI IN BORTONE,19430825000000,LECCE,2,144,TUTTA LECCE LISI,12
77,41,340,POLI IN BORTONE,19430825000000,LECCE,2,144,MOVIMENTO REGIONE SALENTO,11
77,41,340,POLI IN BORTONE,19430825000000,LECCE,2,144,LECCE FUTURA PALA,8
77,41,340,POLI IN BORTONE,19430825000000,LECCE,2,144,LEGA SALVINI PUGLIA,7
77,41,340,POLI IN BORTONE,19430825000000,LECCE,2,144,VOCE NAZIONALE,0
77,41,340,SICULELLA,19851203000000,NARDO',3,8,MIND MENTI INDIPENDENTI,6
77,41,340,SICULELLA,19851203000000,NARDO',3,8,ARIA,2
77,41,340,CIUCCI,19650716000000,NAPOLI,1,1,DIRITTI E CIVILTA' PER LECCE,1
78,41,340,SALVEMINI,19660604000000,LECCE,4,229,PARTITO DEMOCRATICO,56
78,41,340,SALVEMINI,19660604000000,LECCE,4,229,AVANTI LECCE,56
78,41,340,SALVEMINI,19660604000000,LECCE,4,229,LECCE CITTA' PUBBLICA,37
78,41,340,SALVEMINI,19660604000000,LECCE,4,229,COSCIENZA CIVICA,18
