sez,cod_prov,cod_com,cogn,d_nasc,l_nasc,pos,tot_vot_lis,descr_lista,voti
39,41,340,SALVEMINI,19660604000000,LECCE,4,242,PARTITO DEMOCRATICO,61
39,41,340,SALVEMINI,19660604000000,LECCE,4,242,LECCE CITTA' PUBBLICA,48
39,41,340,SALVEMINI,19660604000000,LECCE,4,242,COSCIENZA CIVICA,35
39,41,340,SALVEMINI,19660604000000,LECCE,4,242,AVANTI LECCE,29
39,41,340,SALVEMINI,19660604000000,LECCE,4,242,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,20
39,41,340,SALVEMINI,19660604000000,LECCE,4,242,NOI PER LECCE,20
39,41,340,SALVEMINI,19660604000000,LECCE,4,242,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,11
39,41,340,SALVEMINI,19660604000000,LECCE,4,242,SVEGLIA,11
39,41,340,SALVEMINI,19660604000000,LECCE,4,242,MOVIMENTO 5 STELLE,7
39,41,340,CIUCCI,19650716000000,NAPOLI,1,6,DIRITTI E CIVILTA' PER LECCE,6
39,41,340,SICULELLA,19851203000000,NARDO',3,2,ARIA,2
39,41,340,SICULELLA,19851203000000,NARDO',3,2,MIND MENTI INDIPENDENTI,0
40,41,340,SALVEMINI,19660604000000,LECCE,4,221,PARTITO DEMOCRATICO,55
40,41,340,SALVEMINI,19660604000000,LECCE,4,221,LECCE CITTA' PUBBLICA,49
40,41,340,SALVEMINI,19660604000000,LECCE,4,221,COSCIENZA CIVICA,25
40,41,340,SALVEMINI,19660604000000,LECCE,4,221,AVANTI LECCE,25
40,41,340,SALVEMINI,19660604000000,LECCE,4,221,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,17
40,41,340,SALVEMINI,19660604000000,LECCE,4,221,MOVIMENTO 5 STELLE,16
40,41,340,SALVEMINI,19660604000000,LECCE,4,221,NOI PER LECCE,14
40,41,340,SALVEMINI,19660604000000,LECCE,4,221,SVEGLIA,11
40,41,340,SALVEMINI,19660604000000,LECCE,4,221,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,9
40,41,340,POLI IN BORTONE,19430825000000,LECCE,2,168,FRATELLI D'ITALIA,33
40,41,340,POLI IN BORTONE,19430825000000,LECCE,2,168,MOVIMENTO REGIONE SALENTO,27
40,41,340,POLI IN BORTONE,19430825000000,LECCE,2,168,FORZA ITALIA - PPE,23
40,41,340,POLI IN BORTONE,19430825000000,LECCE,2,168,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,19
40,41,340,POLI IN BORTONE,19430825000000,LECCE,2,168,IO SUD,18
40,41,340,POLI IN BORTONE,19430825000000,LECCE,2,168,PRIMA LECCE,15
40,41,340,POLI IN BORTONE,19430825000000,LECCE,2,168,LECCE FUTURA PALA,15
40,41,340,POLI IN BORTONE,19430825000000,LECCE,2,168,LEGA SALVINI PUGLIA,9
40,41,340,POLI IN BORTONE,19430825000000,LECCE,2,168,TUTTA LECCE LISI,8
40,41,340,POLI IN BORTONE,19430825000000,LECCE,2,168,VOCE NAZIONALE,1
40,41,340,CIUCCI,19650716000000,NAPOLI,1,13,DIRITTI E CIVILTA' PER LECCE,13
40,41,340,SICULELLA,19851203000000,NARDO',3,4,MIND MENTI INDIPENDENTI,3
40,41,340,SICULELLA,19851203000000,NARDO',3,4,ARIA,1
41,41,340,SALVEMINI,19660604000000,LECCE,4,362,PARTITO DEMOCRATICO,82
41,41,340,SALVEMINI,19660604000000,LECCE,4,362,LECCE CITTA' PUBBLICA,68
41,41,340,SALVEMINI,19660604000000,LECCE,4,362,NOI PER LECCE,41
41,41,340,SALVEMINI,19660604000000,LECCE,4,362,COSCIENZA CIVICA,38
41,41,340,SALVEMINI,19660604000000,LECCE,4,362,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,31
41,41,340,SALVEMINI,19660604000000,LECCE,4,362,AVANTI LECCE,31
41,41,340,SALVEMINI,19660604000000,LECCE,4,362,SVEGLIA,28
41,41,340,SALVEMINI,19660604000000,LECCE,4,362,MOVIMENTO 5 STELLE,22
41,41,340,SALVEMINI,19660604000000,LECCE,4,362,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,21
41,41,340,POLI IN BORTONE,19430825000000,LECCE,2,337,IO SUD,76
41,41,340,POLI IN BORTONE,19430825000000,LECCE,2,337,FRATELLI D'ITALIA,57
41,41,340,POLI IN BORTONE,19430825000000,LECCE,2,337,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,41
41,41,340,POLI IN BORTONE,19430825000000,LECCE,2,337,MOVIMENTO REGIONE SALENTO,40
41,41,340,POLI IN BORTONE,19430825000000,LECCE,2,337,FORZA ITALIA - PPE,39
41,41,340,POLI IN BORTONE,19430825000000,LECCE,2,337,PRIMA LECCE,36
41,41,340,POLI IN BORTONE,19430825000000,LECCE,2,337,LECCE FUTURA PALA,25
41,41,340,POLI IN BORTONE,19430825000000,LECCE,2,337,LEGA SALVINI PUGLIA,12
41,41,340,POLI IN BORTONE,19430825000000,LECCE,2,337,TUTTA LECCE LISI,11
41,41,340,POLI IN BORTONE,19430825000000,LECCE,2,337,VOCE NAZIONALE,0
41,41,340,CIUCCI,19650716000000,NAPOLI,1,6,DIRITTI E CIVILTA' PER LECCE,6
41,41,340,SICULELLA,19851203000000,NARDO',3,5,ARIA,4
41,41,340,SICULELLA,19851203000000,NARDO',3,5,MIND MENTI INDIPENDENTI,1
42,41,340,POLI IN BORTONE,19430825000000,LECCE,2,236,MOVIMENTO REGIONE SALENTO,46
42,41,340,POLI IN BORTONE,19430825000000,LECCE,2,236,FORZA ITALIA - PPE,39
42,41,340,POLI IN BORTONE,19430825000000,LECCE,2,236,FRATELLI D'ITALIA,37
42,41,340,POLI IN BORTONE,19430825000000,LECCE,2,236,IO SUD,33
42,41,340,POLI IN BORTONE,19430825000000,LECCE,2,236,PRIMA LECCE,30
42,41,340,POLI IN BORTONE,19430825000000,LECCE,2,236,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,21
42,41,340,POLI IN BORTONE,19430825000000,LECCE,2,236,LECCE FUTURA PALA,10
42,41,340,POLI IN BORTONE,19430825000000,LECCE,2,236,LEGA SALVINI PUGLIA,9
42,41,340,POLI IN BORTONE,19430825000000,LECCE,2,236,TUTTA LECCE LISI,9
42,41,340,POLI IN BORTONE,19430825000000,LECCE,2,236,VOCE NAZIONALE,2
42,41,340,SALVEMINI,19660604000000,LECCE,4,237,PARTITO DEMOCRATICO,56
42,41,340,SALVEMINI,19660604000000,LECCE,4,237,LECCE CITTA' PUBBLICA,35
42,41,340,SALVEMINI,19660604000000,LECCE,4,237,COSCIENZA CIVICA,32
42,41,340,SALVEMINI,19660604000000,LECCE,4,237,AVANTI LECCE,29
42,41,340,SALVEMINI,19660604000000,LECCE,4,237,SVEGLIA,23
42,41,340,SALVEMINI,19660604000000,LECCE,4,237,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,17
42,41,340,SALVEMINI,19660604000000,LECCE,4,237,MOVIMENTO 5 STELLE,16
42,41,340,SALVEMINI,19660604000000,LECCE,4,237,NOI PER LECCE,15
42,41,340,SALVEMINI,19660604000000,LECCE,4,237,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,14
42,41,340,SICULELLA,19851203000000,NARDO',3,5,MIND MENTI INDIPENDENTI,4
42,41,340,SICULELLA,19851203000000,NARDO',3,5,ARIA,1
42,41,340,CIUCCI,19650716000000,NAPOLI,1,3,DIRITTI E CIVILTA' PER LECCE,3
43,41,340,POLI IN BORTONE,19430825000000,LECCE,2,184,MOVIMENTO REGIONE SALENTO,30
43,41,340,POLI IN BORTONE,19430825000000,LECCE,2,184,IO SUD,29
43,41,340,POLI IN BORTONE,19430825000000,LECCE,2,184,FRATELLI D'ITALIA,28
43,41,340,POLI IN BORTONE,19430825000000,LECCE,2,184,FORZA ITALIA - PPE,23
43,41,340,POLI IN BORTONE,19430825000000,LECCE,2,184,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,21
43,41,340,POLI IN BORTONE,19430825000000,LECCE,2,184,LECCE FUTURA PALA,19
43,41,340,POLI IN BORTONE,19430825000000,LECCE,2,184,PRIMA LECCE,17
43,41,340,POLI IN BORTONE,19430825000000,LECCE,2,184,TUTTA LECCE LISI,9
43,41,340,POLI IN BORTONE,19430825000000,LECCE,2,184,LEGA SALVINI PUGLIA,7
43,41,340,POLI IN BORTONE,19430825000000,LECCE,2,184,VOCE NAZIONALE,1
43,41,340,SALVEMINI,19660604000000,LECCE,4,165,LECCE CITTA' PUBBLICA,44
43,41,340,SALVEMINI,19660604000000,LECCE,4,165,PARTITO DEMOCRATICO,34
43,41,340,SALVEMINI,19660604000000,LECCE,4,165,COSCIENZA CIVICA,18
43,41,340,SALVEMINI,19660604000000,LECCE,4,165,NOI PER LECCE,17
43,41,340,SALVEMINI,19660604000000,LECCE,4,165,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,15
43,41,340,SALVEMINI,19660604000000,LECCE,4,165,SVEGLIA,15
43,41,340,SALVEMINI,19660604000000,LECCE,4,165,AVANTI LECCE,12
43,41,340,SALVEMINI,19660604000000,LECCE,4,165,MOVIMENTO 5 STELLE,6
43,41,340,SALVEMINI,19660604000000,LECCE,4,165,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,4
43,41,340,CIUCCI,19650716000000,NAPOLI,1,5,DIRITTI E CIVILTA' PER LECCE,5
43,41,340,SICULELLA,19851203000000,NARDO',3,0,ARIA,0
43,41,340,SICULELLA,19851203000000,NARDO',3,0,MIND MENTI INDIPENDENTI,0
44,41,340,SALVEMINI,19660604000000,LECCE,4,226,PARTITO DEMOCRATICO,50
44,41,340,SALVEMINI,19660604000000,LECCE,4,226,LECCE CITTA' PUBBLICA,49
44,41,340,SALVEMINI,19660604000000,LECCE,4,226,COSCIENZA CIVICA,35
44,41,340,SALVEMINI,19660604000000,LECCE,4,226,AVANTI LECCE,21
44,41,340,SALVEMINI,19660604000000,LECCE,4,226,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,18
44,41,340,SALVEMINI,19660604000000,LECCE,4,226,SVEGLIA,16
44,41,340,SALVEMINI,19660604000000,LECCE,4,226,MOVIMENTO 5 STELLE,16
44,41,340,SALVEMINI,19660604000000,LECCE,4,226,NOI PER LECCE,11
44,41,340,SALVEMINI,19660604000000,LECCE,4,226,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,10
44,41,340,POLI IN BORTONE,19430825000000,LECCE,2,210,FRATELLI D'ITALIA,41
44,41,340,POLI IN BORTONE,19430825000000,LECCE,2,210,MOVIMENTO REGIONE SALENTO,36
44,41,340,POLI IN BORTONE,19430825000000,LECCE,2,210,PRIMA LECCE,33
44,41,340,POLI IN BORTONE,19430825000000,LECCE,2,210,FORZA ITALIA - PPE,26
44,41,340,POLI IN BORTONE,19430825000000,LECCE,2,210,IO SUD,25
44,41,340,POLI IN BORTONE,19430825000000,LECCE,2,210,LECCE FUTURA PALA,18
44,41,340,POLI IN BORTONE,19430825000000,LECCE,2,210,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,16
44,41,340,POLI IN BORTONE,19430825000000,LECCE,2,210,LEGA SALVINI PUGLIA,7
44,41,340,POLI IN BORTONE,19430825000000,LECCE,2,210,TUTTA LECCE LISI,6
44,41,340,POLI IN BORTONE,19430825000000,LECCE,2,210,VOCE NAZIONALE,2
44,41,340,CIUCCI,19650716000000,NAPOLI,1,10,DIRITTI E CIVILTA' PER LECCE,10
44,41,340,SICULELLA,19851203000000,NARDO',3,4,ARIA,3
44,41,340,SICULELLA,19851203000000,NARDO',3,4,MIND MENTI INDIPENDENTI,1
45,41,340,SALVEMINI,19660604000000,LECCE,4,313,PARTITO DEMOCRATICO,87
45,41,340,SALVEMINI,19660604000000,LECCE,4,313,LECCE CITTA' PUBBLICA,56
45,41,340,SALVEMINI,19660604000000,LECCE,4,313,COSCIENZA CIVICA,36
45,41,340,SALVEMINI,19660604000000,LECCE,4,313,SVEGLIA,30
45,41,340,SALVEMINI,19660604000000,LECCE,4,313,AVANTI LECCE,29
45,41,340,SALVEMINI,19660604000000,LECCE,4,313,NOI PER LECCE,24
45,41,340,SALVEMINI,19660604000000,LECCE,4,313,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,20
45,41,340,SALVEMINI,19660604000000,LECCE,4,313,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,16
45,41,340,SALVEMINI,19660604000000,LECCE,4,313,MOVIMENTO 5 STELLE,15
45,41,340,POLI IN BORTONE,19430825000000,LECCE,2,271,FRATELLI D'ITALIA,61
45,41,340,POLI IN BORTONE,19430825000000,LECCE,2,271,IO SUD,42
45,41,340,POLI IN BORTONE,19430825000000,LECCE,2,271,FORZA ITALIA - PPE,39
45,41,340,POLI IN BORTONE,19430825000000,LECCE,2,271,MOVIMENTO REGIONE SALENTO,33
45,41,340,POLI IN BORTONE,19430825000000,LECCE,2,271,LECCE FUTURA PALA,24
45,41,340,POLI IN BORTONE,19430825000000,LECCE,2,271,PRIMA LECCE,21
45,41,340,POLI IN BORTONE,19430825000000,LECCE,2,271,LEGA SALVINI PUGLIA,19
45,41,340,POLI IN BORTONE,19430825000000,LECCE,2,271,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,18
45,41,340,POLI IN BORTONE,19430825000000,LECCE,2,271,TUTTA LECCE LISI,13
45,41,340,POLI IN BORTONE,19430825000000,LECCE,2,271,VOCE NAZIONALE,1
45,41,340,CIUCCI,19650716000000,NAPOLI,1,7,DIRITTI E CIVILTA' PER LECCE,7
45,41,340,SICULELLA,19851203000000,NARDO',3,6,MIND MENTI INDIPENDENTI,5
45,41,340,SICULELLA,19851203000000,NARDO',3,6,ARIA,1
46,41,340,SALVEMINI,19660604000000,LECCE,4,208,LECCE CITTA' PUBBLICA,49
46,41,340,SALVEMINI,19660604000000,LECCE,4,208,PARTITO DEMOCRATICO,46
46,41,340,SALVEMINI,19660604000000,LECCE,4,208,COSCIENZA CIVICA,25
46,41,340,SALVEMINI,19660604000000,LECCE,4,208,AVANTI LECCE,24
46,41,340,SALVEMINI,19660604000000,LECCE,4,208,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,17
46,41,340,SALVEMINI,19660604000000,LECCE,4,208,MOVIMENTO 5 STELLE,15
46,41,340,SALVEMINI,19660604000000,LECCE,4,208,SVEGLIA,13
46,41,340,SALVEMINI,19660604000000,LECCE,4,208,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,12
46,41,340,SALVEMINI,19660604000000,LECCE,4,208,NOI PER LECCE,7
46,41,340,POLI IN BORTONE,19430825000000,LECCE,2,177,FRATELLI D'ITALIA,36
46,41,340,POLI IN BORTONE,19430825000000,LECCE,2,177,IO SUD,30
46,41,340,POLI IN BORTONE,19430825000000,LECCE,2,177,MOVIMENTO REGIONE SALENTO,26
46,41,340,POLI IN BORTONE,19430825000000,LECCE,2,177,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,23
46,41,340,POLI IN BORTONE,19430825000000,LECCE,2,177,FORZA ITALIA - PPE,15
46,41,340,POLI IN BORTONE,19430825000000,LECCE,2,177,LECCE FUTURA PALA,14
46,41,340,POLI IN BORTONE,19430825000000,LECCE,2,177,TUTTA LECCE LISI,14
46,41,340,POLI IN BORTONE,19430825000000,LECCE,2,177,PRIMA LECCE,10
46,41,340,POLI IN BORTONE,19430825000000,LECCE,2,177,LEGA SALVINI PUGLIA,9
46,41,340,POLI IN BORTONE,19430825000000,LECCE,2,177,VOCE NAZIONALE,0
46,41,340,SICULELLA,19851203000000,NARDO',3,5,MIND MENTI INDIPENDENTI,3
46,41,340,SICULELLA,19851203000000,NARDO',3,5,ARIA,2
46,41,340,CIUCCI,19650716000000,NAPOLI,1,3,DIRITTI E CIVILTA' PER LECCE,3
47,41,340,POLI IN BORTONE,19430825000000,LECCE,2,238,FRATELLI D'ITALIA,37
47,41,340,POLI IN BORTONE,19430825000000,LECCE,2,238,FORZA ITALIA - PPE,36
47,41,340,POLI IN BORTONE,19430825000000,LECCE,2,238,PRIMA LECCE,33
47,41,340,POLI IN BORTONE,19430825000000,LECCE,2,238,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,31
47,41,340,POLI IN BORTONE,19430825000000,LECCE,2,238,IO SUD,28
47,41,340,POLI IN BORTONE,19430825000000,LECCE,2,238,MOVIMENTO REGIONE SALENTO,27
47,41,340,POLI IN BORTONE,19430825000000,LECCE,2,238,TUTTA LECCE LISI,19
47,41,340,POLI IN BORTONE,19430825000000,LECCE,2,238,LECCE FUTURA PALA,18
47,41,340,POLI IN BORTONE,19430825000000,LECCE,2,238,LEGA SALVINI PUGLIA,9
47,41,340,POLI IN BORTONE,19430825000000,LECCE,2,238,VOCE NAZIONALE,0
47,41,340,SALVEMINI,19660604000000,LECCE,4,245,PARTITO DEMOCRATICO,54
47,41,340,SALVEMINI,19660604000000,LECCE,4,245,SVEGLIA,39
47,41,340,SALVEMINI,19660604000000,LECCE,4,245,LECCE CITTA' PUBBLICA,39
47,41,340,SALVEMINI,19660604000000,LECCE,4,245,COSCIENZA CIVICA,33
47,41,340,SALVEMINI,19660604000000,LECCE,4,245,NOI PER LECCE,22
47,41,340,SALVEMINI,19660604000000,LECCE,4,245,AVANTI LECCE,22
47,41,340,SALVEMINI,19660604000000,LECCE,4,245,MOVIMENTO 5 STELLE,17
47,41,340,SALVEMINI,19660604000000,LECCE,4,245,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,12
47,41,340,SALVEMINI,19660604000000,LECCE,4,245,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,7
47,41,340,CIUCCI,19650716000000,NAPOLI,1,7,DIRITTI E CIVILTA' PER LECCE,7
47,41,340,SICULELLA,19851203000000,NARDO',3,6,MIND MENTI INDIPENDENTI,5
47,41,340,SICULELLA,19851203000000,NARDO',3,6,ARIA,1
48,41,340,POLI IN BORTONE,19430825000000,LECCE,2,252,PRIMA LECCE,68
48,41,340,POLI IN BORTONE,19430825000000,LECCE,2,252,IO SUD,37
48,41,340,POLI IN BORTONE,19430825000000,LECCE,2,252,FRATELLI D'ITALIA,36
48,41,340,POLI IN BORTONE,19430825000000,LECCE,2,252,MOVIMENTO REGIONE SALENTO,29
48,41,340,POLI IN BORTONE,19430825000000,LECCE,2,252,FORZA ITALIA - PPE,23
48,41,340,POLI IN BORTONE,19430825000000,LECCE,2,252,LECCE FUTURA PALA,22
48,41,340,POLI IN BORTONE,19430825000000,LECCE,2,252,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,21
48,41,340,POLI IN BORTONE,19430825000000,LECCE,2,252,TUTTA LECCE LISI,12
48,41,340,POLI IN BORTONE,19430825000000,LECCE,2,252,LEGA SALVINI PUGLIA,4
48,41,340,POLI IN BORTONE,19430825000000,LECCE,2,252,VOCE NAZIONALE,0
48,41,340,SALVEMINI,19660604000000,LECCE,4,182,PARTITO DEMOCRATICO,40
48,41,340,SALVEMINI,19660604000000,LECCE,4,182,LECCE CITTA' PUBBLICA,27
48,41,340,SALVEMINI,19660604000000,LECCE,4,182,SVEGLIA,25
48,41,340,SALVEMINI,19660604000000,LECCE,4,182,AVANTI LECCE,23
48,41,340,SALVEMINI,19660604000000,LECCE,4,182,COSCIENZA CIVICA,15
48,41,340,SALVEMINI,19660604000000,LECCE,4,182,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,14
48,41,340,SALVEMINI,19660604000000,LECCE,4,182,MOVIMENTO 5 STELLE,14
48,41,340,SALVEMINI,19660604000000,LECCE,4,182,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,13
48,41,340,SALVEMINI,19660604000000,LECCE,4,182,NOI PER LECCE,11
48,41,340,CIUCCI,19650716000000,NAPOLI,1,4,DIRITTI E CIVILTA' PER LECCE,4
48,41,340,SICULELLA,19851203000000,NARDO',3,2,MIND MENTI INDIPENDENTI,2
48,41,340,SICULELLA,19851203000000,NARDO',3,2,ARIA,0
49,41,340,POLI IN BORTONE,19430825000000,LECCE,2,329,FRATELLI D'ITALIA,86
49,41,340,POLI IN BORTONE,19430825000000,LECCE,2,329,PRIMA LECCE,61
49,41,340,POLI IN BORTONE,19430825000000,LECCE,2,329,IO SUD,43
49,41,340,POLI IN BORTONE,19430825000000,LECCE,2,329,FORZA ITALIA - PPE,36
49,41,340,POLI IN BORTONE,19430825000000,LECCE,2,329,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,35
49,41,340,POLI IN BORTONE,19430825000000,LECCE,2,329,MOVIMENTO REGIONE SALENTO,24
49,41,340,POLI IN BORTONE,19430825000000,LECCE,2,329,LECCE FUTURA PALA,21
49,41,340,POLI IN BORTONE,19430825000000,LECCE,2,329,TUTTA LECCE LISI,16
49,41,340,POLI IN BORTONE,19430825000000,LECCE,2,329,LEGA SALVINI PUGLIA,5
49,41,340,POLI IN BORTONE,19430825000000,LECCE,2,329,VOCE NAZIONALE,2
49,41,340,SALVEMINI,19660604000000,LECCE,4,292,PARTITO DEMOCRATICO,83
49,41,340,SALVEMINI,19660604000000,LECCE,4,292,COSCIENZA CIVICA,47
49,41,340,SALVEMINI,19660604000000,LECCE,4,292,LECCE CITTA' PUBBLICA,32
49,41,340,SALVEMINI,19660604000000,LECCE,4,292,SVEGLIA,31
49,41,340,SALVEMINI,19660604000000,LECCE,4,292,AVANTI LECCE,27
49,41,340,SALVEMINI,19660604000000,LECCE,4,292,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,21
49,41,340,SALVEMINI,19660604000000,LECCE,4,292,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,19
49,41,340,SALVEMINI,19660604000000,LECCE,4,292,NOI PER LECCE,17
49,41,340,SALVEMINI,19660604000000,LECCE,4,292,MOVIMENTO 5 STELLE,15
49,41,340,SICULELLA,19851203000000,NARDO',3,20,MIND MENTI INDIPENDENTI,19
49,41,340,SICULELLA,19851203000000,NARDO',3,20,ARIA,1
49,41,340,CIUCCI,19650716000000,NAPOLI,1,9,DIRITTI E CIVILTA' PER LECCE,9
50,41,340,SALVEMINI,19660604000000,LECCE,4,359,PARTITO DEMOCRATICO,94
50,41,340,SALVEMINI,19660604000000,LECCE,4,359,COSCIENZA CIVICA,54
50,41,340,SALVEMINI,19660604000000,LECCE,4,359,LECCE CITTA' PUBBLICA,46
50,41,340,SALVEMINI,19660604000000,LECCE,4,359,AVANTI LECCE,42
50,41,340,SALVEMINI,19660604000000,LECCE,4,359,NOI PER LECCE,35
50,41,340,SALVEMINI,19660604000000,LECCE,4,359,SVEGLIA,29
50,41,340,SALVEMINI,19660604000000,LECCE,4,359,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,23
50,41,340,SALVEMINI,19660604000000,LECCE,4,359,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,19
50,41,340,SALVEMINI,19660604000000,LECCE,4,359,MOVIMENTO 5 STELLE,17
50,41,340,POLI IN BORTONE,19430825000000,LECCE,2,320,FRATELLI D'ITALIA,69
50,41,340,POLI IN BORTONE,19430825000000,LECCE,2,320,PRIMA LECCE,51
50,41,340,POLI IN BORTONE,19430825000000,LECCE,2,320,MOVIMENTO REGIONE SALENTO,44
50,41,340,POLI IN BORTONE,19430825000000,LECCE,2,320,IO SUD,40
50,41,340,POLI IN BORTONE,19430825000000,LECCE,2,320,FORZA ITALIA - PPE,39
50,41,340,POLI IN BORTONE,19430825000000,LECCE,2,320,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,34
50,41,340,POLI IN BORTONE,19430825000000,LECCE,2,320,LECCE FUTURA PALA,19
50,41,340,POLI IN BORTONE,19430825000000,LECCE,2,320,LEGA SALVINI PUGLIA,15
50,41,340,POLI IN BORTONE,19430825000000,LECCE,2,320,TUTTA LECCE LISI,8
50,41,340,POLI IN BORTONE,19430825000000,LECCE,2,320,VOCE NAZIONALE,1
50,41,340,CIUCCI,19650716000000,NAPOLI,1,13,DIRITTI E CIVILTA' PER LECCE,13
50,41,340,SICULELLA,19851203000000,NARDO',3,4,ARIA,3
50,41,340,SICULELLA,19851203000000,NARDO',3,4,MIND MENTI INDIPENDENTI,1
51,41,340,SALVEMINI,19660604000000,LECCE,4,329,PARTITO DEMOCRATICO,87
51,41,340,SALVEMINI,19660604000000,LECCE,4,329,LECCE CITTA' PUBBLICA,58
51,41,340,SALVEMINI,19660604000000,LECCE,4,329,COSCIENZA CIVICA,58
51,41,340,SALVEMINI,19660604000000,LECCE,4,329,SVEGLIA,38
51,41,340,SALVEMINI,19660604000000,LECCE,4,329,AVANTI LECCE,31
51,41,340,SALVEMINI,19660604000000,LECCE,4,329,NOI PER LECCE,21
51,41,340,SALVEMINI,19660604000000,LECCE,4,329,MOVIMENTO 5 STELLE,17
51,41,340,SALVEMINI,19660604000000,LECCE,4,329,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,11
51,41,340,SALVEMINI,19660604000000,LECCE,4,329,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,8
51,41,340,POLI IN BORTONE,19430825000000,LECCE,2,300,FRATELLI D'ITALIA,67
51,41,340,POLI IN BORTONE,19430825000000,LECCE,2,300,MOVIMENTO REGIONE SALENTO,56
51,41,340,POLI IN BORTONE,19430825000000,LECCE,2,300,PRIMA LECCE,52
51,41,340,POLI IN BORTONE,19430825000000,LECCE,2,300,FORZA ITALIA - PPE,43
51,41,340,POLI IN BORTONE,19430825000000,LECCE,2,300,IO SUD,22
51,41,340,POLI IN BORTONE,19430825000000,LECCE,2,300,LEGA SALVINI PUGLIA,19
51,41,340,POLI IN BORTONE,19430825000000,LECCE,2,300,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,16
51,41,340,POLI IN BORTONE,19430825000000,LECCE,2,300,LECCE FUTURA PALA,15
51,41,340,POLI IN BORTONE,19430825000000,LECCE,2,300,TUTTA LECCE LISI,10
51,41,340,POLI IN BORTONE,19430825000000,LECCE,2,300,VOCE NAZIONALE,0
51,41,340,SICULELLA,19851203000000,NARDO',3,4,MIND MENTI INDIPENDENTI,3
51,41,340,SICULELLA,19851203000000,NARDO',3,4,ARIA,1
51,41,340,CIUCCI,19650716000000,NAPOLI,1,4,DIRITTI E CIVILTA' PER LECCE,4
52,41,340,POLI IN BORTONE,19430825000000,LECCE,2,270,FRATELLI D'ITALIA,68
52,41,340,POLI IN BORTONE,19430825000000,LECCE,2,270,FORZA ITALIA - PPE,53
52,41,340,POLI IN BORTONE,19430825000000,LECCE,2,270,IO SUD,36
52,41,340,POLI IN BORTONE,19430825000000,LECCE,2,270,MOVIMENTO REGIONE SALENTO,26
52,41,340,POLI IN BORTONE,19430825000000,LECCE,2,270,PRIMA LECCE,25
52,41,340,POLI IN BORTONE,19430825000000,LECCE,2,270,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,24
52,41,340,POLI IN BORTONE,19430825000000,LECCE,2,270,LECCE FUTURA PALA,17
52,41,340,POLI IN BORTONE,19430825000000,LECCE,2,270,LEGA SALVINI PUGLIA,12
