comune,ref,numero_comuni,comuni_capoluogo,comuni_sup_15000,comuni_inf_15000,comuni_rinnovo_motivi_diversi,comuni_sciolti_rinnovo,popolazione_2021,sezioni_2023,elettori_2023,CODICE ISTAT
MATELICA,44_table_02,1.0,,,inf,,,9290,10,8748,043024
MOGLIANO,44_table_02,1.0,,,inf,,,4372,5,4367,043025
MONTE CAVALLO,44_table_02,1.0,,,inf,,,104,1,84,043027
MONTE SAN GIUSTO,44_table_02,1.0,,,inf,,,7530,7,6797,043031
MONTE SAN MARTINO,44_table_02,1.0,,,inf,,,709,1,620,043032
MONTECASSIANO,44_table_02,1.0,,,inf,,,6878,7,6685,043026
MONTECOSARO,44_table_02,1.0,,,inf,,,7303,5,6402,043028
MONTEFANO,44_table_02,1.0,,,inf,,,3302,4,3513,043029
MONTELUPONE,44_table_02,1.0,,,inf,,,3392,3,2649,043030
PIEVE TORINA,44_table_02,1.0,,,inf,,,1268,2,1018,043038
PIORACO,44_table_02,1.0,,,inf,,,992,1,978,043039
POGGIO SAN VICINO,44_table_02,1.0,,,inf,,,225,1,182,043040
POLLENZA,44_table_02,1.0,,,inf,,,6307,5,5976,043041
POTENZA PICENA,44_table_02,1.0,,SUP,,,,15515,15,15133,043043
RECANATI,44_table_02,1.0,,SUP,,,,20697,19,20341,043044
RIPE SAN GINESIO,44_table_02,1.0,,,inf,,,818,1,971,043045
SANT'ANGELO IN PONTANO,44_table_02,1.0,,,inf,,,1244,2,994,043048
SARNANO,44_table_02,1.0,,,inf,,,3069,3,2667,043049
SEFRO,44_table_02,1.0,,,inf,,,418,1,335,043050
SERRAPETRONA,44_table_02,1.0,,,inf,,,896,2,719,043051
SERRAVALLE DI CHIENTI,44_table_02,1.0,,,inf,,,1055,2,814,043052
TREIA,44_table_02,1.0,,,inf,,,9093,10,9851,043054
URBISAGLIA,44_table_02,1.0,,,inf,,,2439,3,2451,043055
VISSO,44_table_02,1.0,,,inf,,,996,2,818,043057
ACQUALAGNA,44_table_03,1.0,,,inf,,,4182,4,3588,041001
APECCHIO,44_table_03,1.0,,,inf,,,1735,3,1549,041002
BELFORTE ALL'ISAURO,44_table_03,1.0,,,inf,,,749,1,525,041005
BORGO PACE,44_table_03,1.0,,,inf,,,532,2,427,041006
CAGLI,44_table_03,1.0,,,inf,,,8068,12,7568,041007
CANTIANO,44_table_03,1.0,,,inf,,,2026,4,2076,041008
CARPEGNA,44_table_03,1.0,,,inf,,,1634,2,1362,041009
CARTOCETO,44_table_03,1.0,,,inf,,,7966,7,6234,041010
FANO,44_table_03,1.0,,SUP,,,,59926,68,51783,041013
FRATTE ROSA,44_table_03,1.0,,,inf,,,859,2,678,041016
FRONTONE,44_table_03,1.0,,,inf,,,1204,2,989,041018
GABICCE MARE,44_table_03,1.0,,,inf,,,5540,6,4676,041019
LUNANO,44_table_03,1.0,,,inf,,,1434,1,993,041022
MACERATA FELTRIA,44_table_03,1.0,,,inf,,,1915,3,1648,041023
MERCATELLO SUL METAURO,44_table_03,1.0,,,inf,,,1317,2,1381,041025
MOMBAROCCIO,44_table_03,1.0,,,inf,,,2063,2,1665,041027
MONTE CERIGNONE,44_table_03,1.0,,,inf,,,620,1,470,041031
MONTE GRIMANO TERME,44_table_03,1.0,,,inf,,,1066,2,835,041035
MONTE PORZIO,44_table_03,1.0,,,inf,,,2752,2,2304,041038
MONTECALVO IN FOGLIA,44_table_03,1.0,,,inf,,,2698,3,2079,041030
MONTEFELCINO,44_table_03,1.0,,,inf,,,2509,3,2055,041034
MONTELABBATE,44_table_03,1.0,,,inf,,,7006,6,5519,041036
PEGLIO,44_table_03,1.0,,,inf,,,651,1,524,041041
PERGOLA,44_table_03,1.0,,,inf,,,5830,12,5441,041043
PESARO,44_table_03,1.0,CAP,SUP,,,,95670,106,80600,041044
URBINO,44_table_03,1.0,CAP,,inf,,,13772,20,12156,041067
PETRIANO,45_table_01,1.0,,,inf,,,2726,3,2190,041045
PIANDIMELETO,45_table_01,1.0,,,inf,,,2061,3,1619,041047
PIETRARUBBIA,45_table_01,1.0,,,inf,,,602,1,507,041048
PIOBBICO,45_table_01,1.0,,,inf,,,1798,2,1600,041049
SAN COSTANZO,45_table_01,1.0,,,inf,,,4554,4,4000,041051
SAN LORENZO IN CAMPO,45_table_01,1.0,,,inf,,,3201,4,2825,041054
SANT'IPPOLITO,45_table_01,1.0,,,inf,,,1459,3,1132,041058
SASSOCORVARO AUDITORE,45_table_01,1.0,,,inf,,,4870,7,4068,041071
SERRA SANT'ABBONDIO,45_table_01,1.0,,,inf,,,919,2,747,041061
TAVULLIA,45_table_01,1.0,,,inf,,,7883,8,6105,041065
URBANIA,45_table_01,1.0,,,inf,,,6888,6,5699,041066
VALLEFOGLIA,45_table_01,1.0,,,inf,,,14917,14,11872,041068
ACUTO,46_table_02,1.0,,,inf,,,1875,2,1624,060002
ARNARA,46_table_02,1.0,,,inf,,,2199,3,1975,060009
AUSONIA,46_table_02,1.0,,,inf,,,2431,3,2016,060012
BROCCOSTELLA,46_table_02,1.0,,,inf,,,2684,3,2783,060015
CASALVIERI,46_table_02,1.0,,,inf,,,2438,4,3713,060018
CASSINO,46_table_02,1.0,,SUP,,,,35235,33,31130,060019
CASTELLIRI,46_table_02,1.0,,,inf,,,3202,4,3115,060020
CEPRANO,46_table_02,1.0,,,inf,,,8260,7,7261,060025
COLFELICE,46_table_02,1.0,,,inf,,,1813,2,1667,060027
CORENO AUSONIO,46_table_02,1.0,,,inf,,,1545,2,1586,060030
FALVATERRA,46_table_02,1.0,,,inf,,,516,1,474,060032
FONTECHIARI,46_table_02,1.0,,,inf,,,1256,2,1026,060037
GALLINARO,46_table_02,1.0,,,inf,,,1220,2,1639,060040
GIULIANO DI ROMA,46_table_02,1.0,,,inf,,,2348,3,1913,060041
ISOLA DEL LIRI,46_table_02,1.0,,,inf,,,10854,12,10379,060043
MOROLO,46_table_02,1.0,,,inf,,,3182,3,2730,060045
PALIANO,46_table_02,1.0,,,inf,,,7951,7,6755,060046
PESCOSOLIDO,46_table_02,1.0,,,inf,,,1462,3,1391,060049
PIGLIO,46_table_02,1.0,,,inf,,,4382,4,3743,060053
POSTA FIBRENO,46_table_02,1.0,,,inf,,,1060,2,995,060057
ROCCA D'ARCE,46_table_02,1.0,,,inf,,,911,2,1065,060059
SAN DONATO VAL DI COMINO,46_table_02,1.0,,,inf,,,1897,2,1584,060062
SAN GIORGIO A LIRI,46_table_02,1.0,,,inf,,,3043,3,3052,060063
SAN VITTORE DEL LAZIO,46_table_02,1.0,,,inf,,,2474,2,2319,060070
SANT'AMBROGIO SUL GARIGLIANO,46_table_02,1.0,,,inf,,,879,1,1092,060065
SANT'ANDREA DEL GARIGLIANO,46_table_02,1.0,,,inf,,,1311,2,1525,060066
SANT'APOLLINARE,46_table_02,1.0,,,inf,,,1842,2,2083,060067
SANT'ELIA FIUMERAPIDO,46_table_02,1.0,,,inf,,,5732,8,6552,060068
SANTOPADRE,46_table_02,1.0,,,inf,,,1215,2,1578,060069
SETTEFRATI,46_table_02,1.0,,,inf,,,709,2,1191,060072
STRANGOLAGALLI,46_table_02,1.0,,,inf,,,2278,3,2337,060075
VALLEMAIO,46_table_02,1.0,,,inf,,,892,1,935,060083
VALLEROTONDA,46_table_02,1.0,,,inf,,,1414,4,1254,060084
VEROLI,46_table_02,1.0,,SUP,,,,19849,19,17881,060085
VICO NEL LAZIO,46_table_02,1.0,,,inf,,,2072,2,1765,060087
VILLA SANTO STEFANO,46_table_02,1.0,,,inf,,,1651,2,1474,060090
MAENZA,46_table_03,1.0,,,inf,,,2977,3,2480,059013
MONTE SAN BIAGIO,46_table_03,1.0,,,inf,,,6104,7,5079,059015
PROSSEDI,46_table_03,1.0,,,inf,,,1171,2,1153,059020
ROCCA MASSIMA,46_table_03,1.0,,,inf,,,1080,2,921,059022
SERMONETA,46_table_03,1.0,,,inf,,,10044,10,7976,059027
SPIGNO SATURNIA,46_table_03,1.0,,,inf,,,2856,3,3170,059031
ACCUMOLI,46_table_04,1.0,,,inf,,,547,1,487,057001
CANTALICE,46_table_04,1.0,,,inf,,,2457,2,2096,057009
CANTALUPO IN SABINA,46_table_04,1.0,,,inf,,,1642,2,1461,057010
CASPERIA,46_table_04,1.0,,,inf,,,1199,1,1054,057012
CASTEL DI TORA,46_table_04,1.0,,,inf,,,268,1,302,057013
CASTEL SANT'ANGELO,46_table_04,1.0,,,inf,,,1195,1,1170,057015
COLLEGIOVE,46_table_04,1.0,,,inf,,,130,1,121,057020
COLLEVECCHIO,46_table_04,1.0,,,inf,,,1548,3,1500,057021
COLLI SUL VELINO,46_table_04,1.0,,,inf,,,458,1,418,057022
CONCERVIANO,46_table_04,1.0,,,inf,,,278,1,240,057023
CONFIGNI,46_table_04,1.0,,,inf,,,586,2,478,057024
CONTIGLIANO,46_table_04,1.0,,,inf,,,3689,5,3064,057025
FORANO,46_table_04,1.0,,,inf,,,3078,3,2777,057029
FRASSO SABINO,46_table_04,1.0,,,inf,,,736,1,580,057030
GRECCIO,46_table_04,1.0,,,inf,,,1514,4,1295,057031
LABRO,46_table_04,1.0,,,inf,,,372,1,348,057032
LEONESSA,46_table_04,1.0,,,inf,,,2149,4,1861,057033
LONGONE SABINO,46_table_04,1.0,,,inf,,,541,3,531,057034
MAGLIANO SABINA,46_table_04,1.0,,,inf,,,3483,3,2913,057035
MICIGLIANO,46_table_04,1.0,,,inf,,,115,1,118,057037
MOMPEO,46_table_04,1.0,,,inf,,,504,1,449,057038
MONTASOLA,46_table_04,1.0,,,inf,,,404,1,420,057039
MONTE SAN GIOVANNI IN SABINA,46_table_04,1.0,,,inf,,,655,1,551,057043
MONTOPOLI DI SABINA,46_table_04,1.0,,,inf,,,4103,4,3345,057044
MORRO REATINO,47_table_01,1.0,,,inf,,,328,1,293,057045
ORVINIO,47_table_01,1.0,,,inf,,,398,1,397,057047
PAGANICO SABINO,47_table_01,1.0,,,inf,,,148,1,157,057048
PETRELLA SALTO,47_table_01,1.0,,,inf,,,1036,5,1030,057050
POGGIO CATINO,47_table_01,1.0,,,inf,,,1241,1,1086,057052
POGGIO MIRTETO,47_table_01,1.0,,,inf,,,6145,6,4895,057053
POGGIO MOIANO,47_table_01,1.0,,,inf,,,2818,3,2260,057054
POGGIO NATIVO,47_table_01,1.0,,,inf,,,2569,3,2063,057055
POGGIO SAN LORENZO,47_table_01,1.0,,,inf,,,545,1,463,057056
POSTA,47_table_01,1.0,,,inf,,,566,1,491,057057
POZZAGLIA SABINA,47_table_01,1.0,,,inf,,,308,1,303,057058
RIVODUTRI,47_table_01,1.0,,,inf,,,1150,3,952,057060
ROCCANTICA,47_table_01,1.0,,,inf,,,548,1,431,057061
SCANDRIGLIA,47_table_01,1.0,,,inf,,,3232,2,2516,057064
SELCI,47_table_01,1.0,,,inf,,,1112,1,979,057065
STIMIGLIANO,47_table_01,1.0,,,inf,,,2203,2,1532,057066
TARANO,47_table_01,1.0,,,inf,,,1377,2,1178,057067
TOFFIA,47_table_01,1.0,,,inf,,,1089,1,789,057068
TORRICELLA IN SABINA,47_table_01,1.0,,,inf,,,1333,3,1152,057069
TURANIA,47_table_01,1.0,,,inf,,,223,1,210,057071
VACONE,47_table_01,1.0,,,inf,,,226,1,215,057072
ARSOLI,47_table_02,1.0,,,inf,,,1387,2,1168,058010
ARTENA,47_table_02,1.0,,,inf,,,13666,14,11105,058011
BELLEGRA,47_table_02,1.0,,,inf,*,,2707,3,2273,058012
CANTERANO,47_table_02,1.0,,,inf,*,,356,1,308,058017
CAPRANICA PRENESTINA,47_table_02,1.0,,,inf,,,309,1,267,058019
CARPINETO ROMANO,47_table_02,1.0,,,inf,,,4094,5,3822,058020
CASTEL SAN PIETRO ROMANO,47_table_02,1.0,,,inf,,,841,1,739,058025
CAVE,47_table_02,1.0,,,inf,,,10781,9,8797,058026
CIVITAVECCHIA,47_table_02,1.0,,SUP,,,,51880,53,43632,058032
COLONNA,47_table_02,1.0,,,inf,,,4231,3,3325,058035
GAVIGNANO,47_table_02,1.0,,,inf,,,1928,2,1635,058041
GERANO,47_table_02,1.0,,,inf,,,1157,1,963,058044
GORGA,47_table_02,1.0,,,inf,,,689,1,595,058045
MONTE PORZIO CATONE,47_table_02,1.0,,,inf,,,8584,7,7292,058064
MONTEROTONDO,47_table_02,1.0,,SUP,,,,41060,32,31954,058065
MORICONE,47_table_02,1.0,,,inf,,,2469,2,2073,058067
NAZZANO,47_table_02,1.0,,,inf,,,1367,1,1028,058069
PALESTRINA,47_table_02,1.0,,SUP,,,#,22082,18,17503,058074
PISONIANO,47_table_02,1.0,,,inf,,,741,1,552,058077
POLI,47_table_02,1.0,,,inf,,,2260,2,1737,058078
ROCCA CANTERANO,47_table_02,1.0,,,inf,,,182,1,159,058084
ROCCA PRIORA,47_table_02,1.0,,,inf,,#,12076,8,9782,058088
ROVIANO,47_table_02,1.0,,,inf,,,1256,2,1042,058092
SAMBUCI,47_table_02,1.0,,,inf,*,,839,1,675,058094
SAN VITO ROMANO,47_table_02,1.0,,,inf,,,3075,3,2528,058100
SANT'ANGELO ROMANO,47_table_02,1.0,,,inf,,,4945,3,3951,058098
SARACINESCO,47_table_02,1.0,,,inf,,,166,1,151,058101
TIVOLI,47_table_02,1.0,,SUP,,,,55176,57,43574,058104
VALLEPIETRA,47_table_02,1.0,,,inf,,,248,1,218,058108
VICOVARO,47_table_02,1.0,,,inf,,,3624,5,2998,058112
BAGNOREGIO,47_table_03,1.0,,,inf,,,3482,5,2835,056003
BASSANO IN TEVERINA,47_table_03,1.0,,,inf,,,1251,1,1045,056006
BOLSENA,47_table_03,1.0,,,inf,,,3739,4,3454,056008
CALCATA,47_table_03,1.0,,,inf,,,915,1,765,056010
CANEPINA,47_table_03,1.0,,,inf,,,2913,3,2385,056011
CASTIGLIONE IN TEVERINA,47_table_03,1.0,,,inf,,,2281,2,1761,056018
CELLENO,47_table_03,1.0,,,inf,,,1322,1,1114,056019
CELLERE,47_table_03,1.0,,,inf,,,1075,2,862,056020
CIVITELLA D'AGLIANO,47_table_03,1.0,,,inf,,,1493,2,1253,056022
FARNESE,47_table_03,1.0,,,inf,,,1382,2,1391,056026
GRADOLI,47_table_03,1.0,,,inf,,,1280,2,1111,056028
GRAFFIGNANO,47_table_03,1.0,,,inf,,,2120,2,1878,056029
GROTTE DI CASTRO,47_table_03,1.0,,,inf,,,2442,3,2153,056030
ISCHIA DI CASTRO,47_table_03,1.0,,,inf,,,2188,2,1845,056031
MONTE ROMANO,47_table_03,1.0,,,inf,,,1915,2,1523,056037
MONTEROSI,47_table_03,1.0,,,inf,,,4775,3,3659,056038
NEPI,47_table_03,1.0,,,inf,,,9318,7,7671,056039
ONANO,47_table_03,1.0,,,inf,,,912,2,768,056040
PIANSANO,47_table_03,1.0,,,inf,,,1886,2,1697,056043
SAN LORENZO NUOVO,47_table_03,1.0,,,inf,,,1994,2,1652,056047
TARQUINIA,48_table_01,1.0,,SUP,,,,16075,14,13741,056050
TESSENNANO,48_table_01,1.0,,,inf,,,288,1,270,056051
TUSCANIA,48_table_01,1.0,,,inf,,,8242,7,6824,056052
VEJANO,48_table_01,1.0,,,inf,,,2154,2,1850,056056
VILLA SAN GIOVANNI IN TUSCIA,48_table_01,1.0,,,inf,,,1202,1,1076,056046
ALTINO,49_table_02,1.0,,,inf,,,3075,3,2676,069001
ARI,49_table_02,1.0,,,inf,,,1068,2,1705,069003
BOMBA,49_table_02,1.0,,,inf,,,727,2,619,069006
BORRELLO,49_table_02,1.0,,,inf,,,306,1,1152,069007
BUCCHIANICO,49_table_02,1.0,,,inf,,,4980,5,4970,069008
CANOSA SANNITA,49_table_02,1.0,,,inf,,,1288,2,1580,069010
CARPINETO SINELLO,49_table_02,1.0,,,inf,,,530,1,1060,069011
CASALINCONTRADA,49_table_02,1.0,,,inf,,,3011,3,2993,069016
CASTEL FRENTANO,49_table_02,1.0,,,inf,,,4262,5,4628,069018
CIVITALUPARELLA,49_table_02,1.0,,,inf,,,292,1,418,069023
CIVITELLA MESSER RAIMONDO,49_table_02,1.0,,,inf,,,790,1,631,069024
COLLEDIMEZZO,49_table_02,1.0,,,inf,,,439,1,684,069026
CRECCHIO,49_table_02,1.0,,,inf,,,2628,3,2898,069027
CUPELLO,49_table_02,1.0,,,inf,,,4748,6,4572,069028
FARA FILIORUM PETRI,49_table_02,1.0,,,inf,,,1971,2,2066,069030
FILETTO,49_table_02,1.0,,,inf,,,878,1,1138,069032
FOSSACESIA,49_table_02,1.0,,,inf,,,6244,6,6473,069033
FRESAGRANDINARIA,49_table_02,1.0,,,inf,,,899,2,1234,069036
GESSOPALENA,49_table_02,1.0,,,inf,,,1234,2,1015,069040
GISSI,49_table_02,1.0,,,inf,,,2517,3,3252,069041
LISCIA,49_table_02,1.0,,,inf,,,648,1,1057,069049
MIGLIANICO,49_table_02,1.0,,,inf,,,4640,4,4750,069050
MONTAZZOLI,49_table_02,1.0,,,inf,,,859,2,1803,069051
MONTEBELLO SUL SANGRO,49_table_02,1.0,,,inf,,,74,1,127,069009
MONTEFERRANTE,49_table_02,1.0,,,inf,,,111,1,155,069052
MONTENERODOMO,49_table_02,1.0,,,inf,,,604,2,1073,069054
MONTEODORISIO,49_table_02,1.0,,,inf,,,2348,3,2473,069055
MOZZAGROGNA,49_table_02,1.0,,,inf,,,2426,3,2467,069056
ORSOGNA,49_table_02,1.0,,,inf,,,3653,4,5200,069057
PAGLIETA,49_table_02,1.0,,,inf,,,4154,5,4212,069059
PALMOLI,49_table_02,1.0,,,inf,,,804,2,655,069061
PALOMBARO,49_table_02,1.0,,,inf,,,961,1,917,069062
PERANO,49_table_02,1.0,,,inf,,,1518,3,1411,069065
POGGIOFIORITO,49_table_02,1.0,,,inf,,,827,1,1040,069067
POLLUTRI,49_table_02,1.0,,,inf,,,2057,3,2412,069068
PRETORO,49_table_02,1.0,,,inf,,,865,1,1063,069069
RAPINO,49_table_02,1.0,,,inf,,,1202,2,1376,069071
ROCCASPINALVETI,49_table_02,1.0,,,inf,,,1195,2,1962,069076
SAN BUONO,49_table_02,1.0,,,inf,,,869,2,743,069079
SAN GIOVANNI LIPIONI,49_table_02,1.0,,,inf,,,139,1,318,069080
SANTA MARIA IMBARO,49_table_02,1.0,,,inf,,,2020,2,1814,069084
SCHIAVI DI ABRUZZO,49_table_02,1.0,,,inf,,,679,2,689,069088
TARANTA PELIGNA,49_table_02,1.0,,,inf,,,329,1,447,069089
TORNARECCIO,49_table_02,1.0,,,inf,,,1663,3,2468,069092
TORREBRUNA,49_table_02,1.0,,,inf,,,717,2,922,069093
TORREVECCHIA TEATINA,49_table_02,1.0,,,inf,,,4206,3,3801,069094
TREGLIO,49_table_02,1.0,,,inf,,,1730,2,1588,069096
VACRI,49_table_02,1.0,,,inf,,,1526,2,1255,069098
VILLALFONSINA,49_table_02,1.0,,,inf,,,897,1,975,069100
VILLAMAGNA,49_table_02,1.0,,,inf,,,2172,3,2414,069101
CAPISTRELLO,49_table_03,1.0,,,inf,,,4875,6,4348,066020
CIVITELLA ROVETO,49_table_03,1.0,,,inf,*,,3069,4,2744,066036
INTRODACQUA,49_table_03,1.0,,,inf,,,1973,2,1651,066048
PACENTRO,49_table_03,1.0,,,inf,,,1105,2,1847,066066
ROCCA DI MEZZO,49_table_03,1.0,,,inf,,,1348,4,1784,066082
SAN PIO DELLE CAMERE,49_table_03,1.0,,,inf,,,666,2,703,066088
SANTO STEFANO DI SESSANIO,49_table_03,1.0,,,inf,,,115,1,155,066091
TRASACCO,49_table_03,1.0,,,inf,,,5897,6,4367,066102
ABBATEGGIO,49_table_04,1.0,,,inf,,,363,1,569,068001
BOLOGNANO,49_table_04,1.0,,,inf,,,1024,3,1309,068003
CAPPELLE SUL TAVO,49_table_04,1.0,,,inf,,,4017,3,3171,068006
CARAMANICO TERME,49_table_04,1.0,,,inf,,,1796,3,2592,068007
CASTIGLIONE A CASAURIA,49_table_04,1.0,,,inf,,,734,1,1250,068009
CATIGNANO,49_table_04,1.0,,,inf,,,1236,2,1456,068010
CITTA' SANT'ANGELO,49_table_04,1.0,,,inf,,,14799,13,12523,068012
PESCARA,49_table_04,1.0,CAP,SUP,,,,118992,170,103216,068028
CORVARA,50_table_01,1.0,,,inf,,,206,1,521,068016
FARINDOLA,50_table_01,1.0,,,inf,,,1357,2,1583,068019
LETTOMANOPPELLO,50_table_01,1.0,,,inf,,,2713,3,2692,068020
MONTEBELLO DI BERTONA,50_table_01,1.0,,,inf,,,883,2,1161,068023
MONTESILVANO,50_table_01,1.0,,SUP,,,,53402,52,44484,068024
MOSCUFO,50_table_01,1.0,,,inf,,,3092,3,2818,068025
ROSCIANO,50_table_01,1.0,,,inf,,,4038,6,3704,068035
SALLE,50_table_01,1.0,,,inf,,,270,1,698,068036
VICOLI,50_table_01,1.0,,,inf,,,381,1,520,068045
ANCARANO,50_table_02,1.0,,,inf,,,1811,2,1635,067002
ARSITA,50_table_02,1.0,,,inf,,,756,1,866,067003
ATRI,50_table_02,1.0,,,inf,*,,10064,14,9952,067004
CAMPLI,50_table_02,1.0,,,inf,,,6630,11,6582,067008
CANZANO,50_table_02,1.0,,,inf,,,1794,3,1658,067009
CASTIGLIONE MESSER RAIMONDO,50_table_02,1.0,,,inf,,,2052,4,1652,067013
CELLINO ATTANASIO,50_table_02,1.0,,,inf,,,2274,3,2566,067015
CERMIGNANO,50_table_02,1.0,,,inf,,,1459,3,1840,067016
COLLEDARA,50_table_02,1.0,,,inf,,,2097,4,2261,067018
CORROPOLI,50_table_02,1.0,,,inf,,,5108,5,4453,067021
FANO ADRIANO,50_table_02,1.0,,,inf,,,257,2,291,067024
GIULIANOVA,50_table_02,1.0,,SUP,,,,23442,23,21699,067025
MONTEFINO,50_table_02,1.0,,,inf,,,967,2,913,067027
MORRO D'ORO,50_table_02,1.0,,,inf,,,3560,3,3213,067029
MOSCIANO SANT'ANGELO,50_table_02,1.0,,,inf,,,9088,9,8363,067030
PENNA SANT'ANDREA,50_table_02,1.0,,,inf,,,1635,2,1788,067033
PINETO,50_table_02,1.0,,,inf,,#,14538,11,13295,067035
ROCCA SANTA MARIA,50_table_02,1.0,,,inf,,,477,1,529,067036
SANT'EGIDIO ALLA VIBRATA,50_table_02,1.0,,,inf,,,9804,7,8171,067038
SANT'OMERO,50_table_02,1.0,,,inf,,,5112,7,4703,067039
TORANO NUOVO,50_table_02,1.0,,,inf,,,1490,2,1269,067042
TORRICELLA SICURA,50_table_02,1.0,,,inf,,,2460,4,2672,067043
TOSSICIA,50_table_02,1.0,,,inf,,#,1258,3,1364,067045
ACQUAVIVA COLLECROCE,51_table_02,1.0,,,inf,,,585,1,1156,070001
CAMPOBASSO,51_table_02,1.0,CAP,SUP,,,#,47587,56,42583,070006
CAMPODIPIETRA,51_table_02,1.0,,,inf,,,2435,3,2504,070008
CAMPOMARINO,51_table_02,1.0,,,inf,,,7648,6,6610,070010
CASTELMAURO,51_table_02,1.0,,,inf,,,1227,3,2481,070015
CASTROPIGNANO,51_table_02,1.0,,,inf,,,874,2,1348,070016
CERCEMAGGIORE,51_table_02,1.0,,,inf,,,3594,4,4230,070017
COLLE D'ANCHISE,51_table_02,1.0,,,inf,,,731,1,756,070020
COLLETORTO,51_table_02,1.0,,,inf,,,1692,3,2398,070021
FERRAZZANO,51_table_02,1.0,,,inf,,,3197,3,3260,070023
FOSSALTO,51_table_02,1.0,,,inf,,,1178,2,1826,070024
GAMBATESA,51_table_02,1.0,,,inf,,,1283,2,1873,070025
GILDONE,51_table_02,1.0,,,inf,,,755,2,1726,070026
LUCITO,51_table_02,1.0,,,inf,,,630,1,883,070033
MAFALDA,51_table_02,1.0,,,inf,,,1092,2,1961,070036
MIRABELLO SANNITICO,51_table_02,1.0,,,inf,,,2037,2,2390,070038
MONACILIONI,51_table_02,1.0,,,inf,,,479,1,880,070040
MONTAGANO,51_table_02,1.0,,,inf,,,1008,2,1439,070041
MONTECILFONE,51_table_02,1.0,,,inf,,,1204,2,2083,070042
PALATA,51_table_02,1.0,,,inf,,,1575,3,2090,070050
PETACCIATO,51_table_02,1.0,,,inf,*,,3494,3,3530,070051
PETRELLA TIFERNINA,51_table_02,1.0,,,inf,,,1044,2,1517,070052
RICCIA,51_table_02,1.0,,,inf,,,4901,6,5459,070057
RIPALIMOSANI,51_table_02,1.0,,,inf,,,3036,4,3627,070059
SAN GIOVANNI IN GALDO,51_table_02,1.0,,,inf,,,537,1,782,070066
SAN GIULIANO DI PUGLIA,51_table_02,1.0,,,inf,,,989,1,1211,070068
SAN MARTINO IN PENSILIS,51_table_02,1.0,,,inf,,,4531,5,4578,070069
SAN POLO MATESE,51_table_02,1.0,,,inf,,,476,1,636,070071
SANT'ANGELO LIMOSANO,51_table_02,1.0,,,inf,,,317,1,614,070073
SANT'ELIA A PIANISI,51_table_02,1.0,,,inf,,,1585,2,2705,070074
SANTA CROCE DI MAGLIANO,51_table_02,1.0,,,inf,,,4012,5,4148,070072
SPINETE,51_table_02,1.0,,,inf,,,1186,2,1507,070076
TAVENNA,51_table_02,1.0,,,inf,,,602,1,1064,070077
TERMOLI,51_table_02,1.0,,SUP,,,#,32391,29,28618,070078
TRIVENTO,51_table_02,1.0,,,inf,,,4437,6,4614,070081
TUFARA,51_table_02,1.0,,,inf,,,798,1,1199,070082
CAROVILLI,51_table_03,1.0,,,inf,,,1273,3,1557,094007
CASTEL DEL GIUDICE,51_table_03,1.0,,,inf,,,322,1,238,094009
CASTELPETROSO,51_table_03,1.0,,,inf,,,1565,4,1911,094010
CASTELVERRINO,51_table_03,1.0,,,inf,,,100,1,194,094013
CERRO AL VOLTURNO,51_table_03,1.0,,,inf,,,1155,2,1078,094014
FILIGNANO,51_table_03,1.0,,,inf,,,586,3,1306,094019
FORNELLI,51_table_03,1.0,,,inf,,,1791,3,1561,094021
FROSOLONE,51_table_03,1.0,,,inf,,,2889,4,3445,094022
LONGANO,51_table_03,1.0,,,inf,,,637,1,1218,094024
MACCHIA D'ISERNIA,51_table_03,1.0,,,inf,,,1030,1,981,094025
MACCHIAGODENA,51_table_03,1.0,,,inf,,,1655,3,2603,094026
MIRANDA,51_table_03,1.0,,,inf,,,957,2,1126,094027
PESCOPENNATARO,51_table_03,1.0,,,inf,,,233,1,420,094033
PIETRABBONDANTE,51_table_03,1.0,,,inf,,,635,1,1512,094035
POZZILLI,51_table_03,1.0,,,inf,*,,2174,3,2163,094038
RIONERO SANNITICO,51_table_03,1.0,,,inf,,,998,3,1412,094039
ROCCHETTA A VOLTURNO,51_table_03,1.0,,,inf,,,1074,2,1135,094042
SANT'AGAPITO,51_table_03,1.0,,,inf,,,1411,2,1519,094044
SCAPOLI,51_table_03,1.0,,,inf,,,591,1,856,094048
VASTOGIRARDI,51_table_03,1.0,,,inf,,,634,2,540,094051
ALTAVILLA IRPINA,52_table_02,1.0,,,inf,,,4004,6,5488,064002
AVELLINO,52_table_02,1.0,CAP,SUP,,,,52498,72,45815,064008
BISACCIA,52_table_02,1.0,,,inf,,,3554,5,4141,064011
BONITO,52_table_02,1.0,,,inf,,,2242,3,1862,064012
CANDIDA,52_table_02,1.0,,,inf,,,1104,2,909,064016
CARIFE,52_table_02,1.0,,,inf,,,1289,2,1100,064019
CASSANO IRPINO,52_table_02,1.0,,,inf,,,930,2,1378,064021
CASTEL BARONIA,52_table_02,1.0,,,inf,,,1069,2,1533,064022
CASTELVETERE SUL CALORE,52_table_02,1.0,,,inf,,,1511,2,1551,064024
CESINALI,52_table_02,1.0,,,inf,,,2565,3,2288,064026
CHIUSANO DI SAN DOMENICO,52_table_02,1.0,,,inf,,,2110,3,2634,064028
CONTRADA,52_table_02,1.0,,,inf,,,2961,3,3104,064029
